timestamp,amount_usd,quantity_purchased,session_duration_seconds,days_since_last_purchase,account_age_days,device_screen_resolution,time_since_last_login_s,items_viewed_before_purchase,big_model_fraud_probability,flagged_fraud
1703846661,5.1,7,405.7,33.22,1782,1021502,6830.9,8,0.076883,0
1705705341,58.71,8,352.7,10.91,598,2078466,4930.8,3,0.635704,0
1730374416,182.66,5,478.6,1.28,902,1042996,443.7,2,0.464147,0
1710569086,27.68,5,346.9,5.81,3570,2076797,619.5,4,0.211407,0
1713662457,259.84,24,11.8,3.17,7,1021187,1460.3,10,0.999586,1
1700819810,12.95,8,261.0,29.61,3301,2073086,1304.4,14,0.091738,0
1711767029,68.52,5,329.8,23.45,402,8296902,3360.6,10,0.397955,0
1726388648,53.95,5,405.7,26.72,2165,3686734,889.8,4,0.065367,0
1707818795,1.0,6,391.4,12.06,1264,1023598,12355.1,9,0.158788,0
1717900655,77.37,1,306.5,8.62,760,2075549,1392.3,13,0.244427,0
1709745418,81.61,9,400.0,8.06,642,1022573,9131.3,3,0.779914,0
1707271317,40.12,1,271.5,4.78,1105,2074644,4032.4,9,0.243197,0
1720610318,30.76,2,544.1,0.2,2044,2076783,6742.7,9,0.071977,0
1701425545,112.13,2,300.9,3.71,883,8298099,35.9,14,0.381169,0
1701258796,5.34,7,240.9,9.01,1142,1051842,4257.1,14,0.336968,0
1731442444,40.85,4,302.9,8.08,2129,3682666,521.9,1,0.306888,0
1724408349,150.79,9,404.2,5.02,1008,1054495,10304.0,14,0.738428,0
1713281577,147.43,24,43.7,0.27,62,8296251,1528.4,26,0.998033,1
1721233001,545.24,23,76.1,1.58,59,1021436,372.3,8,0.999986,1
1707042089,200.77,6,247.2,12.3,160,8288021,1442.1,9,0.900873,1
1712880712,6.84,4,300.2,4.57,1935,1050688,2559.0,12,0.173794,0
1700494059,71.59,4,401.9,2.95,3523,8286919,901.2,13,0.035961,0
1709906338,13.71,3,329.1,13.44,408,8293222,4019.1,6,0.245389,0
1722270433,34.52,4,530.6,3.28,1049,1047924,1165.5,13,0.116288,0
1721340545,36.01,6,230.1,2.3,1474,8303542,3731.4,11,0.647747,0
1729824499,52.22,2,264.8,38.6,1844,2073842,2723.1,11,0.090938,0
1729221159,142.37,4,418.8,4.86,2230,8300492,2717.8,8,0.30505,0
1710775046,225.88,7,372.9,18.66,2425,8285819,4045.7,6,0.665437,0
1700003400,4.32,9,351.8,10.7,3466,3689322,2938.3,1,0.061812,0
1727575851,48.63,6,354.5,5.74,1887,2067115,5707.5,12,0.454122,0
1728350573,86.72,2,189.0,6.61,2214,1049483,2011.3,8,0.207994,0
1708356990,183.2,3,491.9,36.28,459,3681216,170.3,13,0.376675,0
1702931210,39.92,4,314.4,1.4,2652,1045634,2291.6,2,0.278817,0
1707800743,229.6,1,340.3,6.09,1469,1021523,6211.9,3,0.466411,0
1711140780,8.11,9,388.7,0.98,224,1049249,8144.4,7,0.553515,0
1709993187,104.67,7,204.2,24.44,466,8292726,5243.6,6,0.722304,0
1717290894,4.51,7,261.6,13.99,1971,2076546,7115.1,8,0.106103,0
1722304575,243.61,4,439.8,30.07,1912,1044264,1616.9,4,0.463016,0
1707596894,6.24,5,131.6,6.27,439,1025772,314.6,2,0.604497,0
1709698841,1.0,1,274.8,4.07,860,1049208,2571.8,14,0.063768,0
1710009972,13.48,3,308.5,14.06,339,1047334,9103.5,3,0.291152,0
1704007396,47.8,6,387.6,1.91,2231,1045457,1433.9,14,0.210005,0
1705104965,79.56,5,524.1,51.81,2620,3688441,1291.2,12,0.005615,0
1724564370,141.23,9,468.7,5.3,2404,2079560,709.7,9,0.404114,0
1709734514,1482.74,20,70.0,1.22,7,8296560,3113.8,26,1.0,1
1709132956,176.72,8,137.9,10.78,1789,3694447,16.6,1,0.9027,1
1712718314,100.0,5,68.7,3.76,27,8295663,1119.5,14,0.91172,1
1717716770,30.36,3,444.1,46.9,2219,8287278,2039.3,11,0.011034,0
1704961275,116.45,8,225.5,28.13,1717,1022041,10969.3,1,0.4575,0
1705095695,6.18,3,368.7,91.66,2143,3688139,2879.7,2,0.009549,0
1717063623,135.52,9,227.4,8.37,589,1027846,2843.3,8,0.861487,1
1728350027,87.21,4,302.0,18.12,2560,1020443,1988.5,3,0.184126,0
1705224215,27.87,9,381.9,10.42,2407,1051949,2722.4,13,0.198235,0
1705515365,23.33,9,373.7,30.54,494,1045875,7830.8,10,0.213053,0
1724216147,206.15,3,344.0,21.47,2174,1042949,500.5,1,0.370735,0
1720709138,12.6,8,511.4,1.63,3520,1023171,5329.6,14,0.104442,0
1712933865,55.41,4,287.8,10.52,1284,1028627,1345.6,8,0.200777,0
1715474383,21.56,5,354.7,13.32,1535,8297877,2797.3,14,0.309239,0
1718703784,103.54,4,330.6,18.94,566,2076501,715.5,13,0.325123,0
1714457791,77.88,2,215.6,5.39,2401,2079936,2918.9,6,0.476329,0
1706512142,23.82,4,189.7,3.82,2166,1030163,923.0,14,0.362162,0
1717796801,113.49,7,387.7,5.56,3375,8288650,10846.5,5,0.176878,0
1725455404,44.65,1,511.5,0.25,3478,3684717,11847.7,2,0.032114,0
1709892612,88.43,5,167.8,59.75,3216,8295276,1469.2,8,0.065399,0
1726604656,23.53,1,224.5,5.61,2450,1021154,2833.8,3,0.033752,0
1701135209,616.73,24,38.1,0.24,85,2078011,8989.6,22,0.99999,1
1709750837,83.02,4,89.5,9.32,294,1025294,2336.4,11,0.737033,0
1710058143,57.94,7,355.0,46.08,2588,1023266,1122.4,1,0.235406,0
1729747950,26.4,4,131.3,11.74,1944,8300680,662.4,7,0.236073,0
1707799036,85.61,7,278.1,22.03,1465,3686535,6043.2,2,0.523935,0
1702387622,1.0,9,314.4,9.87,2592,2072061,1551.6,5,0.275042,0
1703451443,637.16,12,19.3,4.65,101,1023842,9670.7,16,0.999955,1
1725194236,12.97,4,254.8,14.97,54,1020717,264.5,10,0.323995,0
1703354380,354.49,1,207.1,31.67,3116,3682765,1480.0,9,0.766605,0
1708545509,21.41,3,347.4,22.42,2747,3690735,11774.8,6,0.074224,0
1700150734,7.97,6,283.8,1.95,1787,8302490,2340.7,2,0.435221,0
1704493611,117.6,5,407.4,8.67,2611,8288227,15976.0,9,0.478324,0
1729349294,25.05,4,474.9,8.11,2065,1022757,429.8,1,0.087268,0
1705436854,69.66,8,416.0,0.5,940,1039756,3417.6,1,0.412398,0
1725573202,7.45,1,241.1,52.92,1564,8305024,1732.6,14,0.025857,0
1717800309,18.55,1,406.2,7.99,1271,1052050,35.9,5,0.104854,0
1706565028,85.75,7,428.2,3.2,3339,2073564,11681.6,11,0.383534,0
1712323080,273.41,15,5.0,0.11,19,2070261,2406.7,8,0.999251,1
1727617018,3.71,6,228.8,2.31,2092,1052130,1830.7,8,0.357231,0
1708655995,2.69,2,180.9,1.79,885,1054518,5366.2,1,0.462384,0
1700178831,60.72,7,484.6,16.28,3386,2083043,12391.9,12,0.054255,0
1709263315,146.66,9,10.0,34.56,3132,3685847,9876.7,13,0.289336,0
1713722792,85.04,5,154.6,23.43,162,3686117,1695.8,4,0.530735,0
1701146204,792.09,10,96.8,6.43,28,3684450,8491.5,17,0.999989,1
1715171619,516.38,10,136.2,0.4,39,1053045,1559.2,26,0.998665,1
1729713736,53.58,3,279.7,12.54,467,8293332,10211.4,12,0.268297,0
1728244490,78.62,9,332.8,7.98,2470,8294402,209.2,14,0.527828,0
1702747766,848.77,6,32.6,3.2,18,3683413,1437.9,28,0.999977,1
1713715593,72.72,8,196.1,12.54,1191,8289046,53.4,8,0.664465,0
1707004069,31.91,3,432.6,14.44,1466,2071100,19512.9,8,0.262323,0
1727612576,548.75,17,55.8,0.68,120,1034082,475.8,24,0.999852,1
1729758315,232.81,21,55.6,1.54,58,1026060,4478.7,22,0.999317,1
1731472983,17.41,9,210.7,30.96,963,1021192,1944.1,14,0.301801,0
1703941210,57.14,5,284.0,10.02,2130,1028081,1743.8,11,0.264577,0
1706124348,62.39,8,323.1,3.63,1897,8297426,835.5,4,0.554815,0
1701526310,1004.91,8,136.3,1.22,160,2082102,10664.8,8,0.999998,1
1701018066,285.61,6,22.3,1.46,90,2069327,200.4,8,0.96952,1
1713138692,2.37,4,598.3,21.79,3601,3683056,7227.4,10,0.008278,0
1731410642,13.58,5,41.9,40.42,230,8295656,12958.6,9,0.200779,0
1728982558,9.17,4,226.1,2.24,2310,1020410,10847.5,11,0.228435,0
1729006850,289.21,4,279.4,0.01,832,2069034,1287.1,2,0.787507,0
1711193095,343.48,2,449.4,51.63,1263,3695766,596.8,1,0.483316,0
1706572401,129.12,8,431.3,29.99,1998,1023099,706.7,3,0.294693,0
1724796450,13.85,5,260.7,6.35,518,8295169,6383.6,1,0.595275,0
1716472340,22.82,7,328.4,2.78,1531,8293827,831.8,11,0.233834,0
1712429839,29.65,5,260.9,14.51,3233,2082254,49.4,14,0.170808,0
1702659541,35.98,5,250.3,18.74,2983,3694162,8542.5,2,0.183649,0
1729117888,77.43,9,462.7,5.84,2080,1024236,39.4,2,0.626657,0
1717325809,16.64,8,252.7,26.18,2112,1018253,4952.8,5,0.352871,0
1722936878,37.18,4,586.8,22.84,783,8290273,6747.1,8,0.128116,0
1723909954,143.56,8,493.3,12.25,1917,3688665,1681.2,3,0.458196,0
1720039323,57.19,8,465.0,4.57,3503,3686406,8333.4,6,0.14163,0
1725338776,18.99,3,163.1,1.37,1136,3685831,3488.9,2,0.64681,0
1718807703,355.16,12,61.5,5.04,13,2074502,88.6,12,0.993067,1
1707851048,36.89,8,454.1,7.58,2681,8289882,722.3,1,0.18229,0
1718838324,1.0,4,139.5,10.16,1909,2066745,1658.2,3,0.342471,0
1703393845,7.11,3,213.4,24.03,1059,1051666,6612.8,10,0.183111,0
1703346353,296.75,3,77.8,1.92,14,2079889,1725.3,19,0.961669,1
1707396149,2.29,6,213.0,12.43,177,1028097,4997.3,12,0.742642,0
1713217199,121.98,9,221.3,29.36,985,1054360,1574.6,7,0.558943,0
1704188697,72.57,1,334.1,24.67,3434,8288520,569.1,14,0.022006,0
1712596462,109.42,2,253.3,28.16,2253,3683101,3053.0,5,0.22593,0
1716788049,18.45,4,145.0,3.24,2352,3690512,2824.7,1,0.286312,0
1722520707,65.63,3,392.3,1.29,3631,3688083,7573.1,3,0.272068,0
1707950336,185.32,6,396.7,7.35,3146,3690948,2635.6,9,0.323823,0
1709261760,206.07,23,5.0,0.72,147,3688169,6267.1,9,0.999731,1
1714237207,17.52,5,432.9,100.56,3552,3691517,1451.7,8,0.00112,0
1706978545,91.2,9,259.8,32.59,3121,1045177,4085.0,9,0.269192,0
1707996968,109.48,1,462.9,5.17,1562,1031508,218.4,11,0.093814,0
1704309452,9.77,9,420.0,19.65,2943,3680763,6081.8,6,0.051506,0
1711980930,12.59,9,426.3,54.73,2395,3678512,3770.2,8,0.050063,0
1700932536,34.64,2,375.2,8.68,620,1060259,715.0,13,0.219731,0
1721248915,4.6,1,117.7,35.63,30,2064779,730.5,11,0.11989,0
1722308826,120.22,9,346.8,20.57,1907,1047923,3030.9,3,0.440521,0
1726245375,124.13,4,438.5,7.26,285,1025642,2174.8,5,0.615024,0
1714298086,187.54,9,497.4,8.47,1777,8296090,3822.1,13,0.805615,0
1726380710,75.22,8,289.6,4.22,812,8293287,5818.6,8,0.78673,0
1721644280,366.19,5,45.8,0.01,15,2079676,4034.2,18,0.994206,1
1724141541,126.84,6,367.1,3.25,2925,2067443,12803.3,3,0.308899,0
1730735575,23.89,3,306.4,6.66,1153,1021696,9309.6,6,0.421779,0
1705216880,198.61,9,344.6,20.37,2495,1027557,9931.6,3,0.787465,0
1722522504,80.19,3,449.6,9.59,310,3683516,741.5,2,0.51961,0
1704076063,1.1,6,127.4,84.26,3357,2077610,2682.0,8,0.002654,0
1727380926,8.7,5,348.1,2.15,1120,3688501,1519.0,4,0.203933,0
1711636489,33.45,7,308.0,0.14,1769,1027390,13481.5,14,0.453947,0
1725894999,22.86,4,285.6,50.56,165,3682562,6503.5,11,0.02238,0
1702126232,2.69,5,287.4,11.94,773,2071912,476.3,11,0.214636,0
1709865908,6.03,6,304.8,6.18,480,3688271,1601.0,11,0.436453,0
1729406625,8.94,3,275.5,4.77,2085,1032691,329.1,4,0.130139,0
1729582481,250.72,23,73.6,2.43,145,2076903,502.6,16,0.99878,1
1712261969,100.0,23,69.1,0.46,60,1050477,2711.5,15,0.998535,1
1726676572,18.53,5,146.1,8.23,524,1053298,6909.4,12,0.40222,0
1716085654,1.0,3,197.3,15.38,3236,2071513,4789.5,11,0.029234,0
1730703045,142.95,4,385.2,4.62,1902,8289070,8243.3,8,0.461827,0
1713752977,103.39,9,611.0,15.75,3067,1049414,5109.0,8,0.184496,0
1703932226,72.35,3,389.2,57.76,3065,8290782,5387.7,7,0.011852,0
1726625354,33.22,2,317.3,3.49,696,2075499,9292.4,14,0.301098,0
1703978943,18.31,1,259.0,15.79,1445,3688061,1723.9,7,0.231941,0
1717323933,120.64,1,137.0,13.81,757,3683442,1319.4,9,0.517709,0
1715958239,21.7,6,483.5,32.14,327,3685197,8423.0,10,0.080862,0
1716521511,45.48,1,180.0,3.47,3110,1011261,1253.6,12,0.095961,0
1722028373,38.68,4,203.6,8.22,558,8290412,7537.8,1,0.662164,0
1718614926,139.47,4,165.5,6.71,689,3675265,8774.2,2,0.836215,0
1727347084,119.86,4,241.5,16.84,3236,3691002,7358.0,2,0.297883,0
1709801015,7.17,4,368.2,1.37,2758,1056529,3655.7,10,0.042158,0
1702362561,347.02,1,281.6,14.2,2100,8292849,1191.4,8,0.832868,0
1728475600,25.26,4,200.1,1.24,2449,8294423,13296.7,12,0.167237,0
1708917972,31.85,3,362.7,9.42,2573,3687342,720.5,5,0.201242,0
1711827061,50.32,9,239.8,0.41,349,8290850,7098.6,12,0.693831,0
1714468385,170.21,22,70.2,0.23,172,2073555,4328.2,16,0.998244,1
1701478270,195.79,1,281.1,13.89,1393,8289439,593.4,1,0.805491,0
1716024833,38.1,6,259.5,7.9,2263,2074242,2781.6,11,0.391815,0
1721356419,225.79,24,84.4,1.88,139,1046433,7756.3,24,0.999184,1
1712695029,135.3,6,264.8,4.47,2746,1020789,2318.6,12,0.522312,0
1703464943,109.09,2,287.0,23.67,1664,1057238,569.8,3,0.335092,0
1725523664,6.08,8,371.2,6.97,1188,2078922,7161.3,10,0.561677,0
1721151907,478.95,1,461.6,0.31,2398,2069885,7115.6,8,0.891413,1
1730775832,384.91,3,377.8,39.64,1491,2078022,695.1,10,0.725069,0
1727665312,26.16,7,216.9,13.1,2839,1021274,2871.0,2,0.308909,0
1703825091,8.86,8,491.3,10.93,1776,3683388,2500.9,7,0.278107,0
1716565835,64.68,6,160.8,11.4,2910,1025130,2442.2,8,0.402148,0
1708391230,69.24,4,324.4,27.4,517,2074109,26.8,13,0.216156,0
1727391785,31.15,6,340.6,8.3,547,8288069,7100.0,7,0.626717,0
1713618293,80.15,7,412.1,16.68,1172,1049579,16549.7,2,0.449063,0
1702583301,130.55,5,140.6,8.51,3006,8286378,2984.3,5,0.567892,0
1705060144,159.52,2,221.3,0.41,552,3678464,4272.9,10,0.690758,0
1705149616,60.3,8,470.0,5.49,1539,1042974,2172.6,14,0.353275,0
1713231240,6.48,6,124.3,16.39,1122,8284798,3436.7,1,0.549574,0
1718136053,36.4,9,185.0,45.94,2674,3685066,371.0,3,0.20777,0
1706987857,10.02,4,116.0,14.38,404,3687159,7395.6,2,0.660023,0
1707074904,7.73,9,347.4,7.27,2803,1045339,1150.4,3,0.130188,0
1705120413,840.5,23,58.6,1.51,76,1051404,5846.6,14,0.999999,1
1729258184,22.4,1,382.7,17.27,2085,1026287,4523.6,11,0.038905,0
1726219397,7.14,2,437.0,7.47,1652,1015245,5691.8,3,0.248664,0
1701723869,131.41,5,326.4,20.36,2052,8291101,3643.1,12,0.467174,0
1719827773,96.21,6,464.2,50.9,2778,2073306,627.5,1,0.028378,0
1713285878,28.41,9,611.9,1.13,3603,8295002,2278.9,3,0.096683,0
1702473221,30.24,4,439.8,16.55,1479,1043698,34.7,5,0.150014,0
1728495928,28.64,1,110.9,30.8,314,2076318,3427.1,5,0.290022,0
1728473087,28.83,2,367.1,9.35,3507,1026071,6227.0,1,0.047952,0
1712292252,63.42,7,247.1,8.49,3143,8300314,2471.3,5,0.159949,0
1711625352,850.85,15,69.6,0.19,22,8291927,4862.4,20,0.999997,1
1703490629,48.43,6,471.2,8.13,1665,1030888,1407.7,14,0.108641,0
1730545276,1.0,3,382.3,14.04,3283,8287386,3801.2,11,0.087807,0
1731139000,66.91,5,166.6,24.98,2088,1020606,6158.4,14,0.153594,0
1700672493,62.26,1,24.0,1.39,3537,3680458,5356.2,12,0.236817,0
1727560000,5.57,8,286.8,13.28,3261,3676469,8577.8,13,0.259496,0
1707014488,163.67,2,213.5,21.76,2489,2076123,67.3,6,0.447464,0
1716188565,19.43,1,209.7,101.25,1010,1016812,3109.0,2,0.010916,0
1721073897,100.2,16,37.3,2.6,119,1047041,8710.2,12,0.919971,1
1722326179,23.18,5,539.4,2.94,164,2075689,6229.9,8,0.635376,0
1719210807,42.9,3,372.8,61.68,2615,1020766,268.6,14,0.004793,0
1702760344,45.59,6,407.8,8.1,1411,3682815,9101.0,6,0.400083,0
1717002199,197.86,2,205.1,17.74,2446,2075895,1152.3,3,0.745419,0
1703868255,322.43,9,55.8,0.83,114,1023853,2250.1,29,0.992429,1
1727634757,56.69,7,233.8,9.63,2698,2070482,2479.5,12,0.314678,0
1712789080,143.44,4,302.5,3.02,2581,1025896,458.5,5,0.53221,0
1714393212,183.31,5,200.6,12.12,2884,1018509,285.4,4,0.374538,0
1704894258,218.51,9,184.2,6.88,3411,3691843,2640.7,11,0.675224,0
1705572252,29.3,8,171.3,16.61,1549,2065930,1325.7,7,0.531913,0
1711429647,99.37,4,408.7,6.59,2120,8296650,2325.5,9,0.253988,0
1730020327,134.19,2,246.4,5.43,1399,1048337,449.6,4,0.693393,0
1727463850,92.73,9,231.9,10.94,3136,1049752,8273.6,9,0.362362,0
1713623337,98.29,6,428.6,4.84,3107,1054759,935.7,8,0.312954,0
1706231545,60.87,8,416.9,24.1,1544,1016265,1071.0,8,0.425205,0
1708058089,49.16,6,174.4,4.18,1460,8292084,936.9,13,0.730927,0
1708579420,647.02,20,38.0,0.16,1,2074435,3117.7,19,0.99998,1
1700149946,224.11,3,117.8,12.78,218,1019442,1090.4,11,0.826625,0
1701098370,21.58,3,456.6,7.89,2178,2070459,2021.9,6,0.150185,0
1731340350,8.62,6,301.0,10.6,3214,3694400,1113.0,3,0.140747,0
1701648351,1.05,2,141.0,17.27,2696,1047551,5765.6,13,0.177483,0
1708552010,76.78,2,220.8,25.79,2861,3680056,5808.2,2,0.116202,0
1719038248,30.32,7,333.5,59.59,1313,1050163,605.2,7,0.133834,0
1704266710,74.03,1,138.1,11.79,2680,2073031,2327.2,13,0.194104,0
1704138196,31.09,5,280.5,30.42,270,2068249,1157.1,13,0.167871,0
1726912681,1.0,6,503.8,6.2,853,3682828,1381.1,14,0.297401,0
1705541235,17.02,4,393.5,6.95,2236,1044935,540.2,1,0.17078,0
1721442079,31.73,4,251.5,12.4,3604,3691003,4436.3,13,0.11777,0
1702694848,7.59,9,293.2,36.62,2127,1019691,7239.0,1,0.233532,0
1720738535,365.4,7,445.7,2.99,89,1038527,2557.3,9,0.894386,1
1722535609,42.83,6,181.6,1.76,2191,1042520,2779.7,14,0.326375,0
1717024746,42.39,1,243.3,25.44,1890,3690083,4218.8,5,0.18093,0
1724176793,18.33,5,221.3,16.04,2062,2080872,934.7,6,0.129131,0
1712308232,116.13,7,396.8,6.15,2569,2077603,4177.0,9,0.651047,0
1722760009,177.09,23,112.9,1.4,116,1023820,703.2,27,0.989684,1
1723645182,32.72,3,457.8,5.09,345,8296043,1605.2,7,0.492703,0
1730778067,13.22,5,171.7,15.8,2187,2071430,14916.5,12,0.234338,0
1715940785,13.38,2,191.9,22.03,398,2068646,1618.0,6,0.271646,0
1712298288,58.64,8,205.2,44.5,2527,1047116,444.1,1,0.164262,0
1703362768,42.92,6,292.9,1.57,407,1051735,501.6,10,0.630238,0
1721040407,32.68,1,86.4,7.05,2900,1023282,17709.8,9,0.114287,0
1722216061,171.59,3,498.5,21.41,2262,2074907,2799.6,1,0.097102,0
1728111322,178.86,15,17.5,1.22,132,8294067,2285.8,10,0.99118,1
1710078538,100.0,3,80.2,5.65,176,2064102,3936.5,16,0.858182,1
1726976704,36.85,3,348.6,0.52,488,3689755,706.2,9,0.232044,0
1705431349,63.93,1,365.3,28.32,3236,1051990,937.1,9,0.02254,0
1709340307,3.63,2,258.4,10.14,2124,2078262,1636.6,5,0.159591,0
1731190759,22.06,1,272.5,1.36,2829,3677377,5645.1,8,0.098325,0
1729165234,6.55,7,488.1,9.89,3279,2078422,5116.0,4,0.050248,0
1722175195,103.45,9,193.6,1.48,1060,1020570,8672.0,11,0.902348,1
1704192908,110.9,2,86.3,1.02,2234,1016966,7602.4,4,0.342025,0
1730355650,20.99,4,180.8,39.58,3530,3684449,605.8,10,0.032314,0
1730902770,187.46,23,96.1,2.23,84,1049350,661.5,24,0.999038,1
1725912353,100.84,3,265.1,27.19,3180,2069895,3790.6,10,0.078959,0
1704122830,22.49,6,467.7,2.92,2315,1015173,3406.5,1,0.061477,0
1723509261,111.12,1,361.1,52.17,951,1031992,7902.3,6,0.052002,0
1723721084,53.99,4,53.2,2.24,992,1028659,6529.3,9,0.64769,0
1716406250,45.53,8,332.6,2.09,1846,3694273,1895.2,1,0.55927,0
1720845102,339.5,15,122.5,1.86,116,1045939,7670.8,28,0.996521,1
1705543277,69.86,2,385.6,15.86,2202,1026791,922.4,3,0.163276,0
1723817516,323.17,3,111.0,1.85,66,1050012,4626.5,24,0.902335,1
1721073671,15.8,2,202.5,8.33,764,3684883,20.2,7,0.295357,0
1712955260,100.0,12,111.3,0.38,10,1026229,13537.4,22,0.975652,1
1714520676,25.86,7,268.7,7.21,2322,3684605,157.8,14,0.439155,0
1702880811,120.19,3,482.0,8.71,3442,1047018,1104.9,5,0.124617,0
1718871886,22.23,5,314.7,1.71,2200,3679370,6725.5,6,0.189942,0
1721049920,13.22,9,400.7,1.1,950,8291803,8706.1,13,0.53171,0
1708259260,27.65,6,295.4,1.83,457,1022973,2069.1,12,0.723557,0
1724976641,275.62,12,5.0,6.51,66,8288987,2686.9,8,0.994508,1
1714766805,23.62,8,322.8,2.88,209,2076694,2039.2,3,0.709289,0
1708215026,139.32,9,303.2,1.39,1239,1034803,11864.6,5,0.900535,1
1713707093,66.56,4,388.9,11.22,505,1045297,1584.2,3,0.301415,0
1728260588,34.13,8,51.1,13.75,1508,3685633,6889.9,10,0.439563,0
1707633951,18.37,6,371.4,9.65,1794,2084028,5305.2,8,0.115968,0
1728372763,18.62,7,535.0,9.66,1100,3684277,1320.3,9,0.296743,0
1716824807,127.54,9,465.2,24.77,745,1023491,3526.0,11,0.535266,0
1701091434,7.46,4,346.8,6.15,907,2075915,9942.2,6,0.125945,0
1716859157,71.31,8,224.0,24.33,686,8287051,3308.8,9,0.800635,0
1700822372,76.07,9,36.6,2.42,2797,3678029,5134.4,5,0.557547,0
1725181575,45.96,8,112.2,36.93,2379,3682332,1087.9,4,0.277715,0
1708418780,7.91,1,58.5,6.88,1122,2074582,8020.4,10,0.226425,0
1713763813,5.96,3,450.0,7.4,3648,1023463,2477.1,2,0.029097,0
1707256817,21.84,5,286.0,28.88,2830,1053507,7363.9,7,0.083475,0
1718921054,22.26,5,420.3,0.94,2510,3694161,4879.7,9,0.306393,0
1724052680,490.25,21,69.6,2.33,170,2069394,472.8,27,0.999843,1
1727071813,2.65,1,238.3,7.7,2800,1048488,2263.8,1,0.072897,0
1705071236,107.64,6,439.3,11.96,637,2077547,5938.5,8,0.610925,0
1724126805,12.95,8,431.2,7.03,226,2068942,20646.3,6,0.302131,0
1700356084,962.35,19,125.0,2.12,29,1024711,2594.7,8,0.999999,1
1720930830,14.06,2,10.0,3.35,2925,3689494,3235.1,5,0.370978,0
1727838194,74.81,2,269.2,0.96,3611,8298664,124.8,4,0.143178,0
1720887473,173.76,6,247.0,26.17,2221,8289245,928.0,14,0.741936,0
1712857271,198.03,15,14.7,2.03,105,1030865,381.8,12,0.995181,1
1719838211,75.6,6,299.3,7.99,3052,3688970,4956.0,7,0.319552,0
1706905800,73.9,2,357.7,0.15,3100,3685822,5285.1,6,0.192277,0
1701826259,82.83,9,121.0,4.58,1921,1020536,2877.6,14,0.627175,0
1710563881,32.08,3,340.0,72.14,413,2076684,793.5,6,0.023438,0
1716377119,112.85,8,367.6,1.37,1162,3683050,4182.1,7,0.731109,0
1715314156,110.54,7,375.2,25.97,2395,2082367,747.0,8,0.339029,0
1708565706,21.96,5,165.3,9.19,1314,2068110,1584.5,7,0.386074,0
1728660924,1123.24,15,18.0,0.33,11,3680313,2505.1,20,1.0,1
1721176573,291.3,6,183.2,6.59,253,1016303,3737.4,8,0.841786,0
1721097471,63.12,6,276.7,4.11,2834,3685061,4422.7,2,0.24752,0
1725748606,46.73,1,10.0,37.26,489,1029372,7785.6,11,0.272264,0
1711441110,172.01,4,345.8,0.02,2705,1022342,2730.6,12,0.358647,0
1716532985,104.72,7,270.0,4.05,2014,1020105,10755.6,2,0.662258,0
1707935920,138.51,1,226.5,64.12,2708,2072764,897.8,3,0.056759,0
1703538880,139.79,2,335.0,27.5,3273,8295202,2781.2,4,0.183032,0
1702944940,16.46,5,355.3,3.19,663,8293659,738.7,1,0.586258,0
1722408155,17.85,3,286.5,4.06,3272,1031752,7215.2,8,0.083759,0
1720112457,11.15,8,177.1,3.46,1230,8297039,5841.7,12,0.622777,0
1720109286,11.54,4,346.3,13.29,3081,1048068,1899.0,10,0.031644,0
1723112900,43.82,2,351.4,12.54,3420,2068653,1720.6,1,0.042731,0
1701251927,238.68,2,152.3,11.6,3289,2080749,1858.5,11,0.52274,0
1716870436,1007.64,7,26.0,0.42,167,1041843,6787.5,12,0.999999,1
1706106913,255.6,10,60.5,1.77,156,1043487,820.7,15,0.987161,1
1715466204,22.62,6,317.2,1.19,2239,3692130,6747.1,3,0.180878,0
1704299956,164.49,4,76.8,1.37,2431,1050874,1630.0,14,0.515325,0
1711454792,86.51,4,331.6,10.95,728,1047849,5412.2,7,0.437337,0
1714225770,16.04,1,367.3,49.71,1730,1021849,3302.3,8,0.011003,0
1718551204,26.35,6,136.3,53.38,362,3691153,3237.1,7,0.406387,0
1720778934,9.74,3,361.3,30.91,984,3688397,4259.3,8,0.074227,0
1706494885,1.88,4,272.7,13.34,1386,1049921,659.4,6,0.055894,0
1719808703,1.69,1,326.9,3.01,3197,1016507,722.8,2,0.100129,0
1728701800,369.17,16,6.6,3.06,47,8299043,3969.5,21,0.999715,1
1712067915,100.0,14,35.5,1.66,144,3694917,2939.7,26,0.987982,1
1716349671,2.64,5,523.0,21.07,1906,1057969,5671.2,3,0.059019,0
1717487596,13.8,5,90.5,14.23,388,8287755,3036.8,10,0.645313,0
1730273675,100.0,8,45.2,1.88,57,1052467,5081.5,28,0.936167,1
1711589037,65.5,3,110.6,18.73,808,2077135,5440.7,1,0.594726,0
1718804284,45.36,5,379.0,38.81,1865,1015112,885.2,9,0.125827,0
1714467888,122.82,11,56.1,1.73,59,2070205,6374.7,19,0.956346,1
1712096513,13.42,3,583.8,0.08,1195,2069810,775.9,3,0.214835,0
1725898443,207.22,2,177.9,23.92,3161,8305211,1914.7,14,0.3417,0
1702454584,105.58,5,267.5,1.57,1763,8297011,8100.3,3,0.744032,0
1716951027,5.9,3,272.2,1.88,176,2076253,520.3,9,0.265783,0
1724993039,121.61,6,112.7,35.05,2626,1043547,1028.1,2,0.430594,0
